"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11657_8#20","11822_1#94","12291_3#18","12291_3#81","12291_6#31","13353_7#21","13414_2#58","13414_3#18","14723_1#67","14723_1#74","14723_6#85","15608_3#33","15608_3#54","15608_3#74","15608_3#82","15608_4#57","15608_5#87","15682_1#24","15682_2#31","15682_2#54","18090_2#112","18090_2#120","18090_2#121","18090_2#132","18090_2#135","18090_2#139","18090_2#141","18090_2#143","18090_2#176","19084_7#142","19341_2#107","19341_2#133","19341_2#145","19341_2#68","19341_2#95","19341_3#127","21127_1#17"
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",23,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_748","","hypothetical protein",23,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_930","","hypothetical protein",23,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_1042","","Phage gp6-like head-tail connector protein",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_2168","","conserved structural protein putative",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_227","","phage portal protein SPP1 family",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_1022","","prophage protein",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"yqbO","","TMP repeat family",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_1226","","hypothetical protein",23,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_756","","prophage protein",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_407","","phage terminase large subunit",23,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_776","xerD","phage integrase",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","1","","1","","","","1","","1","1","","1","1","1","1","1","1","","1","1","","1",""
"bag","","surface protein PspC",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","","","","","","","","1","","1","1","","1",""
"group_1973","yheS_1","Ribose import ATP-binding protein rbsA",22,"","","","","","","","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_3571","","hypothetical protein",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"dinB","","Orf5",22,"","","","","","","","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"mef.A.","","macrolide-efflux protein",22,"","","","","","","","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_2634","","YolD-like protein",22,"","","","","","","","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_4267","","ImpB/MucB/SamB family protein",22,"","","","","","","","1","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"pbpX","","penicillin-binding protein 2X",21,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","","","1","1","","1","","1"
"group_43","","phage protein",21,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","","","","","1","","1","","1","1","1","","1","","","","","1","1","1","","1","1","","","1","","1","1"
"Int.Tn_2","","DNA-binding protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_718","","Lj965 prophage protein",21,"","","","","","","","1","1","1","1","","1","1","1","","1","1","1","","","1","","1","","","","1","1","","1","","","","","1","1","1","","1","1","","1","1","","1","1"
"group_596","","Putative phage lipoprotein",21,"","","","","","","","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_434","","gp15",21,"","","","","","","","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"dnaC_2","","DNA replication protein",21,"","","","","","","","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_655","","phage protein",21,"","","","","","","","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_1757","","phage protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_935","","Phage protein",21,"","","","","","","","1","1","1","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"group_439","lagD_1","Bacteriocin ABC transoporter",20,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1","","","","","","",""
"group_1082","","phage protein",20,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","","","1","","","","","1","1","1","","1","1","","","1","","1",""
"group_2819","","chlorohydrolase",20,"","","","","","","","1","1","1","","","","","","","","","1","1","","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_143","","helix-turn-helix domain protein",19,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1","","","","","","",""
"group_558","","gp18",19,"","","","","","","","1","1","1","","","","","","","1","","","","","1","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1",""
"spoT","","metal dependent phosphohydrolase HD region",19,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","","1","","1",""
"group_2535","","phage protein",19,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","","","1","","1","1","","","1","1","","1","","","","","1","1","1","","1","1","","","1","","1",""
"group_3100","","hypothetical protein",18,"","","","","","","","1","1","1","","","","","","","","","1","1","","1","1","1","","1","1","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1"
"sulB","","dihydrofolate synthetase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","","1","","1","1","1","","","","","","","","","","1","","","","","","","1"
"hpaIIM","","putative DNA methylase",17,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1"
"group_326","","phage antirepressor protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1388","","hypothetical protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_567","","phage protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_3012","","phage protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1387","","phage protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1083","","putative helicase",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1892","","phage protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1891","","hypothetical protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_2485","","phage protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_738","","phage protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1448","","hypothetical protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1627","","hypothetical protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_123","ssb","phage protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","1","","1","1","","","","1","1","1","1","","","","1","1","1","","","1","","1","1","","1","1"
"group_1682","","replication protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","1","1","1","","1","1","","1","1","","1",""
"group_1581","","hypothetical protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"ssb","","phage protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1752","","phage Holliday junction resolvase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_993","ssb","single-strand binding protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_36","","putative antireceptor",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1578","","phage Gp15 protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_2360","","minor capsid protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_4095","","minor capsid protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_474","","phage minor tail protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1577","","phage tail protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1665","","major tail shaft protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1495","","phage protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1579","","phage protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1294","","phage structural protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_1251","","minor capsid protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_2069","","phage scaffolding protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_2216","","phage protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
"group_2130","","minor capsid protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","","","","","1","1","","","","","","",""
